scenario,family,phase,w_source_pressure_pct,w_target_buffer_pct,w_distance_pct,ym,source_port,source_status,source_pressure_index,source_buffer_index,source_empty_net,source_roll3_empty_net,source_next_empty_net,source_next_roll3_empty_net,source_next_pressure_index,source_next_buffer_index,source_next_status,target_port,target_status,target_pressure_index,target_buffer_index,target_empty_net,target_roll3_empty_net,target_next_empty_net,target_next_roll3_empty_net,target_next_pressure_index,target_next_buffer_index,target_next_status,distance_class,distance_factor,source_pressure_pct,target_buffer_pct,distance_pct,source_next_positive_empty_net,source_next_positive_roll3,source_next_high_pressure,target_next_low_pressure,target_next_not_high_pressure,target_next_nonpositive_roll3,pair_viable_flag,pair_stable_flag,outcome_score,matching_score,rank_global,rank_within_source
custom,custom,parent,0.45,0.35,0.2,202508,臺中港,高壓力港,0.7085714285714285,0.2571428571428571,5568,5629,4479,5638.666666666667,0.59,0.24375,高壓力港,臺北港,高緩衝港,0.03142857142857142,0.8785714285714286,-3745,-3562.6666666666665,2853,-1707.3333333333337,0.615,0.38125,正常港,2,0.85,0.7085714285714285,0.8785714285714286,0.85,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,0.7963571428571429,1,1
custom,custom,parent,0.45,0.35,0.2,202508,臺中港,高壓力港,0.7085714285714285,0.2571428571428571,5568,5629,4479,5638.666666666667,0.59,0.24375,高壓力港,基隆港,高緩衝港,0.15714285714285714,0.3285714285714285,-30665,-29370.666666666668,-32712,-30749,0.1375,0.46875000000000006,高緩衝港,2,0.85,0.7085714285714285,0.3285714285714285,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.6038571428571429,2,2
custom,custom,parent,0.45,0.35,0.2,202508,高雄港,高壓力港,0.2114285714285714,0.21428571428571427,12287,12481.666666666666,8235,11602.666666666666,0.0775,0.3375,正常港,臺北港,高緩衝港,0.03142857142857142,0.8785714285714286,-3745,-3562.6666666666665,2853,-1707.3333333333337,0.615,0.38125,正常港,3,0.7,0.2114285714285714,0.8785714285714286,0.7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,0.5426428571428571,3,1
custom,custom,parent,0.45,0.35,0.2,202508,高雄港,高壓力港,0.2114285714285714,0.21428571428571427,12287,12481.666666666666,8235,11602.666666666666,0.0775,0.3375,正常港,基隆港,高緩衝港,0.15714285714285714,0.3285714285714285,-30665,-29370.666666666668,-32712,-30749,0.1375,0.46875000000000006,高緩衝港,3,0.7,0.2114285714285714,0.3285714285714285,0.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,0.3501428571428571,4,2
custom,custom,parent,0.45,0.35,0.2,202509,臺中港,高壓力港,0.59,0.24375,4479,5638.666666666667,4505,4850.666666666667,0.5022222222222221,0.38333333333333336,高壓力港,基隆港,高緩衝港,0.1375,0.46875000000000006,-32712,-30749,-24309,-29228.666666666668,0.1711111111111111,0.4944444444444444,高緩衝港,2,0.85,0.59,0.46875000000000006,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5995625,1,1
custom,custom,parent,0.45,0.35,0.2,202510,臺中港,高壓力港,0.5022222222222221,0.38333333333333336,4505,4850.666666666667,4932,4638.666666666667,0.498,0.33,高壓力港,臺北港,高緩衝港,0.09777777777777776,0.5277777777777778,-427,-439.6666666666668,4029,2151.6666666666665,0.8140000000000001,0.18,高壓力港,2,0.85,0.5022222222222221,0.5277777777777778,0.85,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.5807222222222221,1,1
custom,custom,parent,0.45,0.35,0.2,202510,臺中港,高壓力港,0.5022222222222221,0.38333333333333336,4505,4850.666666666667,4932,4638.666666666667,0.498,0.33,高壓力港,基隆港,高緩衝港,0.1711111111111111,0.4944444444444444,-24309,-29228.666666666668,-25006,-27342.333333333332,0,0.49,高緩衝港,2,0.85,0.5022222222222221,0.4944444444444444,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5690555555555555,2,2
custom,custom,parent,0.45,0.35,0.2,202510,高雄港,高壓力港,0.54,0.18333333333333332,19817,13446.333333333334,1254,9768.666666666666,0,0.48,高緩衝港,臺北港,高緩衝港,0.09777777777777776,0.5277777777777778,-427,-439.6666666666668,4029,2151.6666666666665,0.8140000000000001,0.18,高壓力港,3,0.7,0.54,0.5277777777777778,0.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.5677222222222222,3,1
custom,custom,parent,0.45,0.35,0.2,202510,高雄港,高壓力港,0.54,0.18333333333333332,19817,13446.333333333334,1254,9768.666666666666,0,0.48,高緩衝港,基隆港,高緩衝港,0.1711111111111111,0.4944444444444444,-24309,-29228.666666666668,-25006,-27342.333333333332,0,0.49,高緩衝港,3,0.7,0.54,0.4944444444444444,0.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,0.5560555555555555,4,2
custom,custom,parent,0.45,0.35,0.2,202511,臺中港,高壓力港,0.498,0.33,4932,4638.666666666667,2933,4123.333333333333,0.29454545454545455,0.24545454545454545,高壓力港,基隆港,高緩衝港,0,0.49,-25006,-27342.333333333332,-25087,-24800.666666666668,0,0.4636363636363636,高緩衝港,2,0.85,0.498,0.49,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5656,3,1
custom,custom,parent,0.45,0.35,0.2,202511,臺中港,高壓力港,0.498,0.33,4932,4638.666666666667,2933,4123.333333333333,0.29454545454545455,0.24545454545454545,高壓力港,高雄港,高緩衝港,0,0.48,1254,9768.666666666666,1977,7682.666666666666,0.07454545454545454,0.4227272727272727,高緩衝港,3,0.7,0.498,0.48,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0.5321,4,2
custom,custom,parent,0.45,0.35,0.2,202511,臺北港,高壓力港,0.8140000000000001,0.18,4029,2151.6666666666665,3800,2467.3333333333335,0.669090909090909,0.19090909090909092,高壓力港,基隆港,高緩衝港,0,0.49,-25006,-27342.333333333332,-25087,-24800.666666666668,0,0.4636363636363636,高緩衝港,1,1,0.8140000000000001,0.49,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.7378,1,1
custom,custom,parent,0.45,0.35,0.2,202511,臺北港,高壓力港,0.8140000000000001,0.18,4029,2151.6666666666665,3800,2467.3333333333335,0.669090909090909,0.19090909090909092,高壓力港,高雄港,高緩衝港,0,0.48,1254,9768.666666666666,1977,7682.666666666666,0.07454545454545454,0.4227272727272727,高緩衝港,3,0.7,0.8140000000000001,0.48,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0.6743,2,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202503,臺中港,高壓力港,0.7999999999999999,0.3,4011,2193.6666666666665,5963,3420.3333333333335,1,0.1,高壓力港,臺北港,高緩衝港,0.11,0.5,-3224,-801.6666666666666,4684,2087,0.8,0.04999999999999999,高壓力港,2,0.85,0.7999999999999999,0.5,0.85,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.72,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202503,高雄港,高壓力港,0.5,0.225,25438,22154,20982,24601.333333333332,0.4533333333333333,0.35,高緩衝港,臺北港,高緩衝港,0.11,0.5,-3224,-801.6666666666666,4684,2087,0.8,0.04999999999999999,高壓力港,3,0.7,0.5,0.5,0.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.54,2,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202504,臺中港,高壓力港,1,0.1,5963,3420.3333333333335,5496,5156.666666666667,0.8499999999999999,0.075,高壓力港,基隆港,高緩衝港,0.07333333333333333,0.4,-27644,-25496.666666666668,-31320,-29573.333333333332,0.22,0.1375,正常港,2,0.85,1,0.4,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.79,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202504,臺中港,高壓力港,1,0.1,5963,3420.3333333333335,5496,5156.666666666667,0.8499999999999999,0.075,高壓力港,高雄港,高緩衝港,0.4533333333333333,0.35,20982,24601.333333333332,26882,24434,0.64,0.4125,高壓力港,3,0.7,1,0.35,0.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.745,2,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202504,臺北港,高壓力港,0.8,0.04999999999999999,4684,2087,-2013,-184.33333333333343,0.11,0.425,高緩衝港,基隆港,高緩衝港,0.07333333333333333,0.4,-27644,-25496.666666666668,-31320,-29573.333333333332,0.22,0.1375,正常港,1,1,0.8,0.4,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,0.72,3,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202504,臺北港,高壓力港,0.8,0.04999999999999999,4684,2087,-2013,-184.33333333333343,0.11,0.425,高緩衝港,高雄港,高緩衝港,0.4533333333333333,0.35,20982,24601.333333333332,26882,24434,0.64,0.4125,高壓力港,3,0.7,0.8,0.35,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.645,4,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202505,臺中港,高壓力港,0.8499999999999999,0.075,5496,5156.666666666667,4450,5303,0.628,0.36,高壓力港,臺北港,高緩衝港,0.11,0.425,-2013,-184.33333333333343,-2713,-14,0.08800000000000001,0.4900000000000001,正常港,2,0.85,0.8499999999999999,0.425,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.7225,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202505,高雄港,高壓力港,0.64,0.4125,26882,24434,10872,19578.666666666668,0.08,0.51,高緩衝港,臺北港,高緩衝港,0.11,0.425,-2013,-184.33333333333343,-2713,-14,0.08800000000000001,0.4900000000000001,正常港,3,0.7,0.64,0.425,0.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,0.5875,2,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202506,臺中港,高壓力港,0.628,0.36,4450,5303,6869,5605,0.9266666666666664,0.225,高壓力港,高雄港,高緩衝港,0.08,0.51,10872,19578.666666666668,14286,17346.666666666668,0.33999999999999997,0.35,高壓力港,3,0.7,0.628,0.51,0.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,0.607,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202507,臺中港,高壓力港,0.9266666666666664,0.225,6869,5605,5568,5629,0.7085714285714285,0.2571428571428571,高壓力港,基隆港,高緩衝港,0,0.7666666666666667,-28870,-29589,-30665,-29370.666666666668,0.15714285714285714,0.3285714285714285,高緩衝港,2,0.85,0.9266666666666664,0.7666666666666667,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.8633333333333333,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202507,臺中港,高壓力港,0.9266666666666664,0.225,6869,5605,5568,5629,0.7085714285714285,0.2571428571428571,高壓力港,臺北港,高緩衝港,0.07333333333333333,0.6583333333333333,-4230,-2985.3333333333335,-3745,-3562.6666666666665,0.03142857142857142,0.8785714285714286,高緩衝港,2,0.85,0.9266666666666664,0.6583333333333333,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.8308333333333332,2,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202507,高雄港,高壓力港,0.33999999999999997,0.35,14286,17346.666666666668,12287,12481.666666666666,0.2114285714285714,0.21428571428571427,高壓力港,基隆港,高緩衝港,0,0.7666666666666667,-28870,-29589,-30665,-29370.666666666668,0.15714285714285714,0.3285714285714285,高緩衝港,3,0.7,0.33999999999999997,0.7666666666666667,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.54,3,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202507,高雄港,高壓力港,0.33999999999999997,0.35,14286,17346.666666666668,12287,12481.666666666666,0.2114285714285714,0.21428571428571427,高壓力港,臺北港,高緩衝港,0.07333333333333333,0.6583333333333333,-4230,-2985.3333333333335,-3745,-3562.6666666666665,0.03142857142857142,0.8785714285714286,高緩衝港,3,0.7,0.33999999999999997,0.6583333333333333,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5075,4,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202508,臺中港,高壓力港,0.7085714285714285,0.2571428571428571,5568,5629,4479,5638.666666666667,0.59,0.24375,高壓力港,臺北港,高緩衝港,0.03142857142857142,0.8785714285714286,-3745,-3562.6666666666665,2853,-1707.3333333333337,0.615,0.38125,正常港,2,0.85,0.7085714285714285,0.8785714285714286,0.85,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,0.7878571428571429,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202508,臺中港,高壓力港,0.7085714285714285,0.2571428571428571,5568,5629,4479,5638.666666666667,0.59,0.24375,高壓力港,基隆港,高緩衝港,0.15714285714285714,0.3285714285714285,-30665,-29370.666666666668,-32712,-30749,0.1375,0.46875000000000006,高緩衝港,2,0.85,0.7085714285714285,0.3285714285714285,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.6228571428571428,2,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202508,高雄港,高壓力港,0.2114285714285714,0.21428571428571427,12287,12481.666666666666,8235,11602.666666666666,0.0775,0.3375,正常港,臺北港,高緩衝港,0.03142857142857142,0.8785714285714286,-3745,-3562.6666666666665,2853,-1707.3333333333337,0.615,0.38125,正常港,3,0.7,0.2114285714285714,0.8785714285714286,0.7,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,0.5092857142857142,3,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202508,高雄港,高壓力港,0.2114285714285714,0.21428571428571427,12287,12481.666666666666,8235,11602.666666666666,0.0775,0.3375,正常港,基隆港,高緩衝港,0.15714285714285714,0.3285714285714285,-30665,-29370.666666666668,-32712,-30749,0.1375,0.46875000000000006,高緩衝港,3,0.7,0.2114285714285714,0.3285714285714285,0.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,0.3442857142857142,4,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202509,臺中港,高壓力港,0.59,0.24375,4479,5638.666666666667,4505,4850.666666666667,0.5022222222222221,0.38333333333333336,高壓力港,基隆港,高緩衝港,0.1375,0.46875000000000006,-32712,-30749,-24309,-29228.666666666668,0.1711111111111111,0.4944444444444444,高緩衝港,2,0.85,0.59,0.46875000000000006,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.605625,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202510,臺中港,高壓力港,0.5022222222222221,0.38333333333333336,4505,4850.666666666667,4932,4638.666666666667,0.498,0.33,高壓力港,臺北港,高緩衝港,0.09777777777777776,0.5277777777777778,-427,-439.6666666666668,4029,2151.6666666666665,0.8140000000000001,0.18,高壓力港,2,0.85,0.5022222222222221,0.5277777777777778,0.85,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.5794444444444444,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202510,臺中港,高壓力港,0.5022222222222221,0.38333333333333336,4505,4850.666666666667,4932,4638.666666666667,0.498,0.33,高壓力港,基隆港,高緩衝港,0.1711111111111111,0.4944444444444444,-24309,-29228.666666666668,-25006,-27342.333333333332,0,0.49,高緩衝港,2,0.85,0.5022222222222221,0.4944444444444444,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5694444444444444,2,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202510,高雄港,高壓力港,0.54,0.18333333333333332,19817,13446.333333333334,1254,9768.666666666666,0,0.48,高緩衝港,臺北港,高緩衝港,0.09777777777777776,0.5277777777777778,-427,-439.6666666666668,4029,2151.6666666666665,0.8140000000000001,0.18,高壓力港,3,0.7,0.54,0.5277777777777778,0.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.5683333333333334,3,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202510,高雄港,高壓力港,0.54,0.18333333333333332,19817,13446.333333333334,1254,9768.666666666666,0,0.48,高緩衝港,基隆港,高緩衝港,0.1711111111111111,0.4944444444444444,-24309,-29228.666666666668,-25006,-27342.333333333332,0,0.49,高緩衝港,3,0.7,0.54,0.4944444444444444,0.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,0.5583333333333333,4,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202511,臺中港,高壓力港,0.498,0.33,4932,4638.666666666667,2933,4123.333333333333,0.29454545454545455,0.24545454545454545,高壓力港,基隆港,高緩衝港,0,0.49,-25006,-27342.333333333332,-25087,-24800.666666666668,0,0.4636363636363636,高緩衝港,2,0.85,0.498,0.49,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5660000000000001,3,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202511,臺中港,高壓力港,0.498,0.33,4932,4638.666666666667,2933,4123.333333333333,0.29454545454545455,0.24545454545454545,高壓力港,高雄港,高緩衝港,0,0.48,1254,9768.666666666666,1977,7682.666666666666,0.07454545454545454,0.4227272727272727,高緩衝港,3,0.7,0.498,0.48,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0.533,4,2
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202511,臺北港,高壓力港,0.8140000000000001,0.18,4029,2151.6666666666665,3800,2467.3333333333335,0.669090909090909,0.19090909090909092,高壓力港,基隆港,高緩衝港,0,0.49,-25006,-27342.333333333332,-25087,-24800.666666666668,0,0.4636363636363636,高緩衝港,1,1,0.8140000000000001,0.49,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.754,1,1
custom_nearby_a,custom,nearby,0.5,0.3,0.2,202511,臺北港,高壓力港,0.8140000000000001,0.18,4029,2151.6666666666665,3800,2467.3333333333335,0.669090909090909,0.19090909090909092,高壓力港,高雄港,高緩衝港,0,0.48,1254,9768.666666666666,1977,7682.666666666666,0.07454545454545454,0.4227272727272727,高緩衝港,3,0.7,0.8140000000000001,0.48,0.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,0.6910000000000001,2,2
custom_nearby_b,custom,nearby,0.4,0.4,0.2,202503,臺中港,高壓力港,0.7999999999999999,0.3,4011,2193.6666666666665,5963,3420.3333333333335,1,0.1,高壓力港,臺北港,高緩衝港,0.11,0.5,-3224,-801.6666666666666,4684,2087,0.8,0.04999999999999999,高壓力港,2,0.85,0.7999999999999999,0.5,0.85,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.6900000000000001,1,1
custom_nearby_b,custom,nearby,0.4,0.4,0.2,202503,高雄港,高壓力港,0.5,0.225,25438,22154,20982,24601.333333333332,0.4533333333333333,0.35,高緩衝港,臺北港,高緩衝港,0.11,0.5,-3224,-801.6666666666666,4684,2087,0.8,0.04999999999999999,高壓力港,3,0.7,0.5,0.5,0.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.54,2,1
custom_nearby_b,custom,nearby,0.4,0.4,0.2,202504,臺中港,高壓力港,1,0.1,5963,3420.3333333333335,5496,5156.666666666667,0.8499999999999999,0.075,高壓力港,基隆港,高緩衝港,0.07333333333333333,0.4,-27644,-25496.666666666668,-31320,-29573.333333333332,0.22,0.1375,正常港,2,0.85,1,0.4,0.85,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.7300000000000001,1,1
custom_nearby_b,custom,nearby,0.4,0.4,0.2,202504,臺中港,高壓力港,1,0.1,5963,3420.3333333333335,5496,5156.666666666667,0.8499999999999999,0.075,高壓力港,高雄港,高緩衝港,0.4533333333333333,0.35,20982,24601.333333333332,26882,24434,0.64,0.4125,高壓力港,3,0.7,1,0.35,0.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.68,3,2
custom_nearby_b,custom,nearby,0.4,0.4,0.2,202504,臺北港,高壓力港,0.8,0.04999999999999999,4684,2087,-2013,-184.33333333333343,0.11,0.425,高緩衝港,基隆港,高緩衝港,0.07333333333333333,0.4,-27644,-25496.666666666668,-31320,-29573.333333333332,0.22,0.1375,正常港,1,1,0.8,0.4,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,0.6800000000000002,2,1
